RepRapFirmware height map file v2, mean error 0.204, deviation 0.291
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
0.00,250.00,0.00,250.00,-1.00,62.00,62.00,5,5
  0.002, -0.332, -0.237,  0.195,  0.598
 -0.090, -0.105, -0.080,  0.200,  0.790
  0.075, -0.010,  0.050,  0.250,  0.693
  0.185,  0.088,  0.197,  0.655,  0.565
  0.402,  0.030,  0.202,  0.300,  0.475
